ID_Cliente,Nome_Completo,Idade,Sexo,CPF,Estado,Cidade,Região,Tempo_de_Casa,Perfil_Investidor,Patrimonio_Total,Renda_Fixa,Acoes,FIIs,Cripto,ETFs,Tesouro,Valor_Pago_Corretora,Ativo
5702,Cauã Lopes,31,Não Informado,14.5.828.292-95,SP,da Rosa,Sudeste,15,Moderado,243778.29,27,23,17,4,10,19,2388.84,Ativo
5703,Sr. Marcelo Peixoto,67,M,55.6.411.846-40,PR,Almeida do Campo,Sul,19,Conservador,31915.13,21,27,40,5,1,23,219.39,Ativo
5704,Luiz Gustavo Lopes,46,M,11.8.641.064-76,SP,Almeida do Sul,Sudeste,18,Moderado,561356.03,18,20,22,8,12,0,5129.0,Pendente
5705,Heloísa Rocha,80,Não Informado,77.5.076.766-50,MG,Silveira,Sudeste,16,Arrojado,6264263.19,15,12,1,23,19,4,39123.58,Ativo
5706,Antônio Campos,32,Não Informado,34.2.950.161-01,SP,Gonçalves,Sudeste,9,Conservador,147996.9,19,26,38,1,3,30,1042.02,Ativo
5707,Dr. Caio Viana,61,M,32.2.126.008-36,RS,Moura,Sul,13,Arrojado,1064619.56,13,59,21,10,16,1,6854.72,Inativo
5708,João Pedro Carvalho,49,M,13.4.016.288-10,SP,Correia do Oeste,Sudeste,7,Arrojado,5043240.09,20,16,38,17,9,4,49096.58,Ativo
5709,Valentina Moura,65,Pendente,22.2.183.071-70,MA,Moraes,Nordeste,5,Arrojado,5399900.39,18,48,20,24,6,19,53557.98,Inativo
5710,Murilo Castro,49,Não Informado,02.4.876.325-34,SP,Oliveira,Sudeste,8,Conservador,144246.17,4,32,7,3,3,3,584.34,Ativo
5711,Ana Júlia Santos,53,M,51.0.864.379-93,MG,Sales de Minas,Sudeste,5,Conservador,167480.68,12,13,12,6,15,20,950.78,Inativo
5712,Luiz Otávio Alves,42,M,54.5.828.442-94,SP,da Conceição do Oeste,Sudeste,9,Moderado,790159.35,24,5,35,2,13,12,4737.33,Inativo
5713,Vitor Gabriel Moreira,73,M,61.9.354.289-26,MG,Rodrigues,Sudeste,17,Moderado,883497.15,30,12,19,9,8,5,2757.74,Pendente
5714,Noah Pereira,21,F,44.3.516.875-84,SP,da Costa,Sudeste,13,Arrojado,2610337.87,4,39,9,20,30,11,21353.47,Pendente
5715,Emanuel Cunha,29,Pendente,06.0.435.208-50,RJ,da Mota,Sudeste,6,Conservador,167819.54,15,35,1,4,13,18,787.55,Inativo
5716,Isabella da Cruz,25,Não Informado,64.2.848.413-78,PR,Barbosa,Sul,11,Moderado,840904.32,6,27,25,6,17,9,7199.49,Pendente
5717,Augusto Barros,71,M,16.6.659.841-09,RJ,Rocha,Sudeste,16,Arrojado,8405839.72,27,50,28,23,24,19,68736.95,Inativo
5718,Ana Julia Ribeiro,22,Não Informado,00.7.817.301-98,MG,Moreira de Silveira,Sudeste,1,Moderado,627266.74,28,18,11,0,14,5,4797.02,Pendente
5719,Dr. Davi Lucas Porto,30,M,37.1.745.512-54,MG,Viana do Sul,Sudeste,13,Conservador,131410.85,33,16,37,10,11,11,1053.39,Ativo
5720,Ana Lívia Campos,62,Pendente,96.8.001.995-08,SC,Peixoto,Sul,3,Moderado,596351.25,22,15,23,1,15,4,5721.07,Ativo
5721,Srta. Rebeca Azevedo,33,Não Informado,41.9.427.831-32,MG,Caldeira,Sudeste,18,Conservador,106759.76,66,38,4,9,7,12,1049.17,Inativo
5722,Isadora Cardoso,27,Não Informado,39.4.003.546-73,MG,Lopes do Amparo,Sudeste,15,Arrojado,7446509.45,9,33,21,24,0,2,22489.64,Inativo
5723,Davi Luiz Correia,32,M,86.6.798.500-70,MG,Vieira,Sudeste,15,Moderado,980797.43,4,8,12,8,13,13,2283.59,Ativo
5724,Pedro Campos,22,Não Informado,93.9.380.963-14,CE,Costa,Nordeste,17,Moderado,821709.49,23,11,32,1,19,16,4131.02,Ativo
5725,Srta. Natália Dias,46,M,19.9.473.187-70,SP,da Paz,Sudeste,4,Arrojado,5991022.43,24,27,24,3,28,1,55884.53,Ativo
5726,Igor Moraes,78,M,58.9.830.619-60,RJ,Cunha de Caldeira,Nordeste,11,Arrojado,4221200.58,21,51,15,35,11,0,13271.63,Ativo
5727,Enzo Gabriel Correia,73,F,28.8.126.151-55,SP,Mendes das Pedras,Sudeste,13,Moderado,927282.92,28,11,31,1,19,9,6707.52,Inativo
5728,Olivia Santos,62,Não Informado,01.6.771.076-18,SP,Aragão,Sudeste,1,Arrojado,9520169.88,13,35,7,37,23,6,56324.93,Inativo
5729,Rafaela Nogueira,65,Não Informado,19.4.354.121-30,RJ,Nunes,Nordeste,4,Moderado,902797.67,32,21,24,9,5,11,4277.63,Pendente
5730,Ana Beatriz Gomes,59,Não Informado,58.0.297.114-25,MG,Araújo da Praia,Sudeste,11,Conservador,195052.31,9,22,1,9,2,45,450.48,Inativo
5731,Bernardo da Conceição,56,M,80.9.112.016-88,SP,da Rosa,Sudeste,2,Moderado,803202.95,12,8,6,9,1,8,6265.22,Ativo
5732,Agatha Silveira,53,F,13.5.321.526-14,RS,Nunes,Sul,3,Conservador,75142.55,54,36,26,2,12,28,399.44,Inativo
5733,Yago Cavalcanti,41,Não Informado,07.9.974.111-60,BA,Fernandes,Nordeste,2,Conservador,26193.85,38,14,10,8,3,37,100.46,Inativo
5734,Sra. Amanda Viana,76,Pendente,56.4.447.656-17,SP,Sales,Sudeste,12,Arrojado,4828198.83,2,36,24,32,26,11,18038.2,Ativo
5735,Arthur Vieira,40,M,63.3.598.128-91,SP,Fogaça,Sudeste,19,Conservador,129237.19,63,19,2,4,20,31,626.49,Ativo
5736,Giovanna Ferreira,40,Não Informado,20.4.210.398-50,PR,Moraes do Sul,Sul,6,Arrojado,5358457.09,30,3,2,40,18,11,44012.19,Inativo
5737,Alana Melo,26,F,41.3.773.879-33,MG,Oliveira,Sudeste,10,Arrojado,6823676.02,16,28,21,16,28,1,26748.65,Pendente
5738,Ryan Ramos,22,F,81.7.626.697-30,SP,Mendes das Flores,Sudeste,5,Arrojado,8539963.29,24,35,32,32,14,8,36486.61,Ativo
5739,Maria Eduarda das Neves,53,M,50.9.741.770-40,SP,Barbosa do Amparo,Sudeste,3,Arrojado,7270044.88,7,0,22,11,20,18,53656.96,Inativo
5740,Otávio Freitas,64,Não Informado,66.8.556.115-75,SP,Lima,Sudeste,18,Moderado,377236.87,5,35,33,0,6,3,1000.7,Inativo
5741,Mariane Aragão,45,Pendente,57.5.988.675-42,SP,Moraes dos Dourados,Sudeste,15,Moderado,813604.02,7,28,28,10,8,19,5748.15,Pendente
5742,Laura Pinto,61,F,22.3.546.134-40,MA,Lopes,Nordeste,8,Conservador,146628.79,14,18,3,9,10,44,651.33,Inativo
5743,Renan Teixeira,40,Não Informado,72.4.929.285-43,MG,Ramos das Flores,Sudeste,18,Arrojado,6951776.98,28,16,12,26,16,0,61769.77,Inativo
5744,Maria Cardoso,75,Pendente,90.1.377.696-52,SC,da Mota do Norte,Sul,9,Arrojado,4345869.54,15,5,5,11,28,15,21947.36,Pendente
5745,Esther Sales,19,Pendente,91.5.028.266-23,SP,Souza,Sudeste,12,Arrojado,3648633.9,17,37,7,6,17,3,34417.86,Ativo
5746,Ana Vitória Ribeiro,33,M,60.8.529.239-29,SP,Nascimento do Galho,Sudeste,13,Arrojado,3465316.46,7,57,6,15,38,6,9995.18,Ativo
5747,Alana Cunha,18,Pendente,34.2.441.011-01,TO,Costela dos Dourados,Norte,6,Arrojado,1889348.88,2,52,5,19,23,8,15895.99,Ativo
5748,Cauã Nogueira,21,F,98.5.377.983-80,SC,Cunha da Prata,Sul,14,Conservador,163987.54,12,0,19,7,1,8,332.58,Ativo
5749,Alana da Mota,27,Pendente,54.9.573.356-80,SP,Silveira Grande,Sudeste,4,Conservador,48005.92,12,22,12,6,17,4,104.4,Inativo
5750,Maria Clara Oliveira,67,Não Informado,58.3.318.445-21,RS,Barbosa de Costa,Sul,17,Conservador,144870.79,23,15,8,8,4,34,611.89,Ativo
5751,Dr. Davi Lucca Sales,74,F,80.8.957.567-65,SP,Gonçalves de Barbosa,Sudeste,15,Moderado,666455.85,1,30,28,4,4,6,3437.33,Ativo
5752,João Guilherme Sales,55,F,54.2.581.208-63,BA,da Rocha,Nordeste,13,Moderado,242738.15,25,28,33,4,8,16,1242.87,Ativo
5753,Srta. Giovanna da Conceição,71,Não Informado,80.8.908.310-25,SP,da Luz do Oeste,Sudeste,11,Conservador,39105.99,28,20,30,5,15,0,214.05,Inativo
5754,Joaquim Nogueira,55,M,91.3.215.454-28,SP,Almeida,Sudeste,2,Conservador,164449.91,7,32,37,8,16,20,967.22,Ativo
5755,Dr. Noah Nogueira,19,Pendente,81.8.029.785-34,PA,Porto,Norte,16,Conservador,16672.87,56,36,3,7,3,41,81.26,Pendente
5756,João Guilherme Caldeira,69,Não Informado,16.5.010.586-00,RJ,da Costa do Sul,Sudeste,1,Conservador,155286.36,25,31,0,1,7,30,805.78,Ativo
5757,Sr. Isaac da Paz,71,F,69.0.145.359-02,RJ,da Mota,Sudeste,14,Arrojado,6122630.28,21,53,13,3,1,2,12586.53,Pendente
5758,Luiz Gustavo Fogaça,25,Não Informado,23.3.430.120-50,SP,Oliveira do Sul,Sudeste,2,Conservador,146727.18,42,16,2,8,16,34,580.2,Inativo
5759,Mariane Dias,36,Não Informado,33.6.280.115-31,AM,da Costa de Goiás,Norte,1,Moderado,204024.32,3,19,12,1,11,9,1758.01,Inativo
5760,Thiago Costa,57,M,04.6.829.091-50,SC,Cardoso,Sul,1,Moderado,809951.68,7,15,28,10,6,9,6468.4,Pendente
5761,Emanuelly Ferreira,31,M,73.3.887.316-08,PI,Cavalcanti,Nordeste,19,Moderado,358897.92,18,1,33,1,12,5,3021.91,Ativo
5762,Samuel Cardoso,39,F,06.8.487.786-48,RJ,Araújo da Prata,Sudeste,9,Conservador,146299.6,37,22,2,8,1,20,1143.3,Inativo
5763,Maitê das Neves,35,F,76.0.114.097-09,MA,da Paz dos Dourados,Nordeste,13,Arrojado,1728798.47,21,45,23,28,6,13,5638.61,Ativo
5764,Maria Sophia Viana,46,Não Informado,09.4.933.061-27,SP,Jesus,Sudeste,8,Arrojado,7337651.01,26,51,15,13,7,19,17833.62,Inativo
5765,Caio Correia,58,M,44.4.191.478-49,SP,Souza Grande,Sudeste,9,Moderado,564032.51,30,9,0,7,8,4,1895.7,Pendente
5766,Enrico Rodrigues,43,M,08.0.761.560-92,RJ,Santos,Sudeste,13,Moderado,339446.85,20,26,10,10,4,3,2322.84,Inativo
5767,Alana Barbosa,48,Não Informado,43.1.715.052-23,SP,da Costa da Mata,Sudeste,10,Moderado,262538.63,10,10,1,1,1,16,1974.79,Pendente
5768,Isabel Rezende,36,Não Informado,70.6.261.581-17,RJ,da Rosa Alegre,Sudeste,2,Arrojado,4357491.82,10,27,15,2,25,6,8868.66,Ativo
5769,Lorena Porto,31,Pendente,52.4.921.495-95,MG,Monteiro Grande,Sudeste,1,Conservador,46677.26,19,33,33,6,9,17,98.89,Ativo
5770,Vitor Jesus,30,M,49.6.729.894-07,SP,da Paz,Sudeste,4,Arrojado,6741425.45,22,53,36,30,44,12,15274.53,Ativo
5771,Marina da Costa,63,Pendente,51.7.549.596-87,AM,Lima da Mata,Norte,3,Moderado,491532.89,18,24,12,1,9,18,3239.98,Inativo
5772,Cauê Martins,41,F,66.6.858.592-29,SP,Martins,Sudeste,6,Conservador,46552.01,16,18,1,5,16,26,453.07,Inativo
5773,Lucas Gabriel Souza,26,Não Informado,83.8.950.711-02,SP,Vieira,Sudeste,3,Arrojado,1794458.77,16,55,4,1,32,14,7939.13,Ativo
5774,Sr. Felipe Fernandes,51,Não Informado,24.1.741.909-25,SP,Moreira de Goiás,Sudeste,11,Arrojado,4212428.38,6,30,38,16,7,18,19677.02,Ativo
5775,Dra. Carolina Silva,47,Não Informado,85.1.560.087-04,RJ,da Cruz de Almeida,Sudeste,18,Conservador,99684.7,6,32,39,8,12,39,202.05,Pendente
5776,Julia Ribeiro,50,Não Informado,42.5.328.356-05,RJ,Nascimento das Flores,Centro-Oeste,15,Conservador,11810.6,40,24,12,7,16,19,85.56,Inativo
5777,Luiz Otávio Costela,75,Não Informado,96.7.516.004-70,MG,Jesus de Martins,Sudeste,9,Arrojado,3489323.34,5,46,20,14,35,2,20726.13,Ativo
5778,Dra. Lavínia Cardoso,67,Não Informado,26.9.682.699-45,MG,Caldeira,Sudeste,10,Conservador,93946.67,56,0,2,5,8,19,888.39,Pendente
5779,Gabrielly da Rocha,32,Não Informado,59.2.489.034-10,CE,da Rosa,Nordeste,10,Arrojado,3246520.62,25,21,13,38,25,16,15303.05,Ativo
5780,Maria Eduarda Moreira,63,M,90.4.494.055-40,BA,Cavalcanti,Nordeste,7,Moderado,232781.58,20,17,7,4,6,19,1129.85,Pendente
5781,Srta. Julia Costela,76,F,44.7.468.332-30,SP,Azevedo,Sudeste,3,Arrojado,6702859.85,21,14,12,13,23,12,15225.09,Pendente
5782,Theo Cardoso,29,F,85.3.114.100-19,MG,Ferreira de Goiás,Sudeste,19,Moderado,540062.58,8,22,15,9,18,10,2090.89,Ativo
5783,Ana Vitória Alves,68,Não Informado,81.6.780.446-10,SP,Cardoso Paulista,Sudeste,5,Conservador,107817.67,42,40,10,8,4,41,943.49,Inativo
5784,Sr. Nicolas Nascimento,43,M,53.5.390.908-94,SP,Moraes dos Dourados,Sudeste,18,Conservador,56261.77,66,3,31,6,20,38,140.66,Inativo
5785,Emanuel da Rosa,47,Não Informado,49.3.999.697-20,AL,Rocha,Nordeste,4,Arrojado,2901078.33,6,31,20,30,28,18,14013.96,Ativo
5786,Rodrigo Moreira,60,F,74.9.742.222-79,RJ,Dias,Sudeste,8,Arrojado,9857794.39,7,50,8,20,2,19,44175.51,Ativo
5787,Guilherme Porto,51,Não Informado,29.1.050.038-14,RJ,Pinto,Sudeste,1,Conservador,63834.53,36,7,26,8,12,28,341.3,Inativo
5788,Letícia Araújo,67,Não Informado,17.2.780.429-50,PI,Araújo,Nordeste,16,Moderado,381675.52,28,8,19,9,7,19,3235.95,Ativo
5789,Vinicius da Rocha,54,Não Informado,39.7.854.326-53,SP,das Neves da Mata,Sudeste,3,Moderado,382809.86,7,19,30,5,15,3,1410.56,Pendente
5790,Maria Vitória Sales,77,Não Informado,25.4.025.488-89,MG,Viana da Praia,Centro-Oeste,1,Moderado,934391.17,18,0,35,6,7,1,6050.31,Ativo
5791,Raquel Oliveira,19,F,15.0.995.248-93,SP,Souza,Sudeste,19,Arrojado,2020716.19,19,33,19,13,24,18,4294.98,Ativo
5792,Ana Laura Ribeiro,61,Não Informado,07.6.201.259-57,MG,Barros Grande,Sudeste,9,Moderado,539534.96,20,16,35,7,11,12,1732.4,Pendente
5793,Sr. Luiz Felipe Fernandes,66,Pendente,53.1.277.577-00,SP,Ramos,Sudeste,8,Conservador,27300.99,13,3,39,4,14,4,182.61,Ativo
5794,Luiz Gustavo Costela,77,F,95.2.806.438-82,MG,Gomes de Barbosa,Sudeste,10,Conservador,172746.05,38,8,31,1,11,39,351.32,Pendente
5795,Cauã da Cruz,42,Não Informado,43.6.911.888-34,RJ,da Mata,Sudeste,19,Arrojado,9723408.11,8,27,2,3,37,17,73597.34,Ativo
5796,Giovanna Ferreira,34,Não Informado,48.4.964.311-69,SP,Pires,Sudeste,12,Arrojado,9423141.71,18,24,25,19,4,11,84516.22,Inativo
5797,Levi da Rocha,43,Pendente,31.3.203.625-08,SP,Lima,Norte,14,Moderado,743013.57,8,9,10,8,14,9,6145.47,Ativo
5798,Dra. Clara Novaes,39,Pendente,91.3.177.503-90,PR,Lima de Ramos,Sul,4,Arrojado,2367394.43,2,12,20,23,23,1,22197.51,Ativo
5799,Sra. Eloah Almeida,77,Não Informado,26.7.206.426-18,RJ,Aragão de das Neves,Sudeste,11,Moderado,746903.98,1,26,32,7,13,17,6179.38,Inativo
5800,Júlia Moraes,53,Não Informado,82.7.447.383-36,SP,Alves do Sul,Sudeste,8,Moderado,804796.23,24,33,11,5,2,15,6720.93,Ativo
5801,Isis Cunha,26,Não Informado,21.3.045.221-30,PR,Vieira,Sul,19,Arrojado,8910339.23,3,39,1,38,13,1,54053.1,Pendente
5802,Cauã da Mata,28,Não Informado,47.0.015.898-02,SP,Costa,Sudeste,12,Arrojado,7425906.46,23,39,3,19,28,5,68321.85,Inativo
5803,Luiz Fernando Peixoto,59,Pendente,01.0.215.925-44,SP,Rocha,Sudeste,18,Conservador,156657.0,28,37,26,1,12,30,1130.43,Inativo
5804,Vitor Hugo Pires,53,Pendente,95.8.371.128-47,MG,Pereira,Sudeste,13,Moderado,249021.41,4,37,30,2,2,1,1611.62,Ativo
5805,Srta. Maria Vitória da Rocha,41,Pendente,07.7.957.535-07,SP,Alves,Sudeste,13,Arrojado,4365200.09,10,44,37,4,24,19,39124.71,Ativo
5806,Sra. Melissa Pinto,65,Não Informado,78.2.101.683-71,SP,Azevedo,Sudeste,13,Moderado,706230.69,6,15,18,6,14,5,3307.77,Inativo
5807,Mirella Novaes,28,Pendente,72.1.762.089-94,SP,Fogaça,Sudeste,3,Conservador,186967.14,45,31,10,6,17,23,882.62,Ativo
5808,Sr. Caio da Mata,53,Pendente,61.4.492.965-72,SP,Fernandes,Sudeste,18,Arrojado,4876832.14,21,8,23,13,21,8,31722.57,Ativo
5809,Emanuel Mendes,44,M,44.2.365.990-58,SP,Carvalho do Campo,Sudeste,14,Moderado,914264.75,12,36,9,6,2,2,2205.37,Pendente
5810,Gabriela Pinto,29,Não Informado,49.5.055.125-62,RJ,Castro Grande,Sudeste,13,Moderado,954483.87,11,31,13,0,7,5,4476.74,Ativo
5811,Cauã Araújo,76,Pendente,73.6.497.118-18,SP,Duarte dos Dourados,Sudeste,10,Arrojado,4876983.3,26,51,40,2,7,19,45641.37,Ativo
5812,Ana Laura Ribeiro,22,Pendente,92.5.078.366-36,SP,Lima,Sudeste,19,Conservador,50772.47,68,20,12,7,1,30,409.82,Inativo
5813,Dra. Clarice Nascimento,66,Não Informado,57.3.746.912-38,MG,Souza do Campo,Sudeste,3,Arrojado,4636017.5,25,8,39,7,18,18,15350.61,Inativo
5814,Sra. Sabrina Mendes,79,F,89.6.021.298-91,SP,Moreira da Prata,Sudeste,16,Arrojado,6133078.49,25,7,36,13,31,5,54370.73,Ativo
5815,Rafaela Moura,45,F,08.8.186.518-46,RJ,da Cunha de Minas,Norte,12,Moderado,640779.24,26,12,16,4,7,19,2124.21,Ativo
5816,Luiz Felipe da Paz,64,Não Informado,02.8.228.045-67,MG,da Rocha,Sudeste,4,Moderado,847342.45,11,23,22,1,3,18,3516.47,Inativo
5817,Caroline Novaes,51,Não Informado,44.4.254.554-52,SC,Sales da Serra,Sul,19,Conservador,171582.53,41,16,20,1,10,32,490.14,Ativo
5818,Letícia Pereira,45,F,65.1.287.937-61,SP,Ribeiro de Rodrigues,Sudeste,4,Arrojado,8924138.62,20,13,23,23,1,15,86136.74,Ativo
5819,Cecília Moreira,31,Pendente,09.5.125.286-06,SP,Cardoso do Oeste,Sudeste,4,Arrojado,7379349.03,25,34,38,15,26,18,49015.95,Pendente
5820,Bryan Rodrigues,18,M,64.4.072.528-98,BA,Cardoso Verde,Nordeste,8,Arrojado,1451195.87,1,27,10,17,11,13,5587.61,Inativo
5821,Yago Araújo,73,Não Informado,03.0.839.478-01,MG,da Luz das Pedras,Sudeste,12,Arrojado,7379408.13,0,56,8,34,37,6,43612.3,Ativo
5822,Ana da Mota,44,Pendente,69.1.984.594-65,RJ,Alves,Sudeste,10,Moderado,803375.26,3,27,9,1,11,9,7982.05,Inativo
5823,Juliana Correia,44,F,89.3.951.493-96,MA,Araújo do Norte,Nordeste,11,Moderado,338439.37,25,19,13,9,1,18,926.54,Ativo
5824,Bruno das Neves,41,Não Informado,27.7.719.081-01,RJ,Melo,Sudeste,9,Moderado,994165.79,25,34,5,8,8,9,5003.14,Ativo
5825,Agatha Lima,43,Não Informado,94.5.673.971-69,SP,da Mata do Oeste,Sudeste,15,Moderado,444029.49,8,20,39,5,20,5,4350.78,Pendente
5826,Luiz Felipe da Cruz,34,Não Informado,81.6.342.805-80,MT,Ferreira,Centro-Oeste,2,Conservador,193409.66,26,15,5,9,16,27,1697.12,Ativo
5827,Alana Carvalho,80,Não Informado,06.7.452.706-25,SP,Souza,Sudeste,11,Moderado,346465.41,2,40,28,5,17,18,789.18,Pendente
5828,João Pedro Fernandes,39,Não Informado,50.9.525.121-30,RJ,Aragão de Lima,Sudeste,19,Conservador,189562.97,42,10,4,8,7,21,1697.85,Pendente
5829,Yasmin Carvalho,42,Pendente,31.5.972.079-93,SP,Rocha de Goiás,Sudeste,17,Arrojado,8484580.3,19,17,5,34,26,6,72797.22,Pendente
5830,Alice Nascimento,46,Não Informado,33.3.750.564-35,SC,Nascimento de Rezende,Sul,8,Arrojado,2500916.15,19,31,35,19,39,3,17881.29,Ativo
5831,João Pedro Porto,31,M,28.6.874.147-90,RJ,Azevedo,Sudeste,6,Conservador,91072.29,28,3,4,5,5,41,704.43,Ativo
5832,Julia Costa,44,F,88.1.011.358-63,MG,da Mata,Sudeste,9,Moderado,582280.28,3,6,32,2,5,12,1590.15,Inativo
5833,Lorenzo da Mata,21,Pendente,52.6.649.583-99,SP,Lima de Goiás,Sudeste,4,Moderado,813929.56,15,19,27,9,8,2,5901.65,Inativo
5834,Benício Moreira,44,Não Informado,19.1.324.150-52,RJ,Pires da Serra,Sudeste,18,Conservador,91712.34,8,12,14,8,10,48,527.27,Inativo
5835,Dr. Calebe Moreira,54,F,05.6.857.379-04,SP,Pires do Oeste,Norte,17,Arrojado,3890829.01,23,49,4,15,28,15,33173.83,Ativo
5836,Letícia Almeida,42,Não Informado,76.9.695.778-30,RS,Correia,Sul,7,Moderado,304271.8,4,4,6,7,14,17,2891.54,Ativo
5837,Dr. Renan Castro,39,M,66.2.080.000-92,RJ,Sales de da Rocha,Sudeste,16,Conservador,66316.51,61,17,12,6,11,46,277.93,Pendente
5838,Thomas Oliveira,24,Não Informado,08.0.330.257-60,PR,Pereira,Sul,9,Arrojado,9360805.7,3,50,37,14,16,20,60371.42,Ativo
5839,Dr. Luiz Gustavo Vieira,70,M,43.4.758.128-94,MG,Campos do Norte,Sudeste,12,Moderado,389593.44,17,20,3,1,17,15,3232.98,Pendente
5840,Heloísa Ribeiro,71,Não Informado,31.7.142.483-56,PE,Monteiro,Nordeste,13,Arrojado,3916678.18,3,54,39,4,24,12,22462.7,Ativo
5841,Luana Gonçalves,45,Pendente,42.7.874.666-05,SP,da Mota,Sudeste,15,Conservador,101775.72,37,10,2,6,7,37,823.15,Pendente
5842,Emilly Fogaça,20,F,98.6.554.074-61,SP,Barros de da Cunha,Sudeste,19,Conservador,18940.18,56,30,19,7,7,14,115.56,Ativo
5843,Davi Lucas Rodrigues,79,F,41.2.113.986-09,PR,Sales das Pedras,Sul,4,Conservador,132371.6,45,10,34,1,12,12,1240.36,Ativo
5844,Dr. Francisco Melo,56,Não Informado,59.0.702.684-77,MG,Nogueira de Nogueira,Sudeste,11,Arrojado,3016640.27,4,1,3,18,17,7,16492.71,Ativo
5845,Nathan Ferreira,50,Pendente,79.8.097.749-15,MG,Cardoso de Monteiro,Sudeste,6,Arrojado,9058609.53,11,21,7,36,14,4,59030.3,Ativo
5846,Sarah Duarte,43,Não Informado,93.8.357.668-56,MG,Pires Paulista,Sudeste,10,Arrojado,4963650.55,18,42,30,38,2,11,39896.75,Ativo
5847,Sr. Theo Costela,40,Não Informado,28.8.592.055-65,SP,Araújo da Praia,Centro-Oeste,3,Arrojado,4227856.68,14,27,13,28,38,5,12473.05,Ativo
5848,Luna da Cunha,24,M,62.2.126.014-09,RJ,Fogaça,Nordeste,1,Conservador,170379.52,7,11,24,1,17,12,1399.1,Ativo
5849,Dra. Mariana Novaes,42,M,73.8.263.401-91,RJ,Dias Paulista,Sudeste,9,Moderado,538882.21,20,17,33,4,13,2,4640.4,Inativo
5850,Erick Pires,28,M,55.5.488.679-54,SP,Freitas da Prata,Sudeste,6,Moderado,597491.99,16,16,21,7,1,5,1402.39,Ativo
5851,Vitor Rocha,18,F,97.2.291.315-88,RS,Moura,Sul,17,Moderado,983307.04,20,36,12,2,15,14,7479.88,Ativo
5852,Clara da Paz,75,Não Informado,38.0.823.112-23,PR,Nunes Verde,Centro-Oeste,14,Conservador,120174.84,43,37,37,6,1,5,1074.54,Ativo
5853,Thiago Costa,40,Não Informado,67.2.896.730-34,SP,Oliveira,Sudeste,10,Conservador,5690.34,47,12,28,6,19,4,35.44,Ativo
5854,Fernanda Souza,29,Pendente,21.9.269.455-57,RJ,Freitas,Sudeste,19,Conservador,35863.91,65,21,2,9,9,37,284.07,Inativo
5855,Lucas das Neves,47,Não Informado,27.9.032.919-20,SP,da Rocha de Caldeira,Sudeste,18,Arrojado,7607019.6,24,6,40,18,32,1,56578.71,Ativo
5856,Bryan Moraes,69,Não Informado,90.2.305.731-77,PI,Nogueira,Nordeste,18,Arrojado,7456514.77,14,39,13,2,13,1,32152.85,Ativo
5857,Thales Fernandes,37,Pendente,64.2.130.795-70,SP,Lopes,Sudeste,14,Moderado,815252.72,28,34,19,3,6,4,8034.18,Inativo
5858,Vicente da Conceição,66,Pendente,09.5.470.439-86,SP,Moreira do Galho,Sudeste,14,Conservador,50425.97,41,21,27,9,10,46,228.55,Inativo
5859,Lavínia Pinto,22,F,39.1.531.754-33,MT,da Paz,Centro-Oeste,1,Arrojado,7668527.34,18,59,15,32,10,18,59506.03,Ativo
5860,Letícia Freitas,53,M,55.2.290.603-01,SP,Fogaça das Flores,Sudeste,11,Moderado,256070.21,10,28,4,4,20,1,1040.14,Ativo
5861,Sofia Azevedo,36,Pendente,36.8.214.003-42,RJ,da Rosa,Sudeste,6,Arrojado,7961122.9,4,51,25,34,8,8,73940.84,Ativo
5862,Luigi da Paz,77,Não Informado,54.6.234.187-31,SP,Ferreira de Correia,Sudeste,13,Conservador,154034.1,25,16,10,1,10,2,522.36,Ativo
5863,Bianca Barros,70,M,53.7.100.764-47,AL,Campos do Norte,Nordeste,8,Moderado,546006.77,26,8,12,3,19,13,3183.2,Ativo
5864,Anthony da Luz,18,Pendente,00.0.012.247-51,RJ,Pinto de Barbosa,Sudeste,13,Arrojado,2782537.93,8,28,43,14,34,19,6245.54,Inativo
5865,Ana Sophia Martins,48,Pendente,56.2.436.304-47,SP,Novaes,Sudeste,10,Conservador,196427.17,16,1,21,6,11,4,1128.89,Inativo
5866,Emanuella Rezende,33,Não Informado,91.8.291.546-64,RJ,Ribeiro de da Paz,Sudeste,6,Moderado,305030.6,7,28,32,6,5,7,1470.13,Ativo
5867,Erick Aragão,73,F,55.5.212.509-64,MG,Carvalho Paulista,Sudeste,17,Moderado,882841.82,21,34,11,6,6,18,8215.54,Pendente
5868,Igor Porto,57,M,74.1.982.802-40,SP,Fogaça do Amparo,Sudeste,8,Moderado,664188.62,7,7,37,6,12,4,1699.97,Ativo
5869,Cecília Mendes,30,M,40.9.766.630-40,SP,Monteiro,Sudeste,12,Conservador,130976.41,38,41,23,9,7,28,603.35,Pendente
5870,Nina da Mata,45,Pendente,28.4.295.495-52,MG,Azevedo da Serra,Sudeste,8,Moderado,279668.87,24,1,12,1,8,1,2778.74,Inativo
5871,Alice Nunes,52,F,22.9.848.466-05,PI,Melo de Pinto,Nordeste,13,Arrojado,8748409.8,27,55,11,38,34,4,22387.44,Ativo
5872,Ana Carolina Rocha,41,F,57.7.407.949-02,SC,Viana,Sul,18,Moderado,245821.49,25,32,14,0,18,13,1050.81,Ativo
5873,Davi Lucca da Mata,18,Pendente,90.1.079.305-28,SP,Nunes,Sudeste,7,Conservador,32520.07,28,2,28,6,19,47,223.71,Pendente
